,Shipment_ID,Week,Warehouse_ID,Store_ID,Carrier,Product_Category,Weight_kg,Delivery_Time_hrs,Fuel_Price_EUR_per_litre,Temperature_C,Promo_Flag,On_Time_Flag,Weekly_Sales_EUR,Notes,Dispatch_Time,Planned_Arrival_Time,Actual_Arrival_Time
682,SH00682,2024-04-28,D,S09,C2,Grocery,16.67,19.5,1.61,3.8,0,0,39329.19,Partial delivery,,,
683,SH00683,2024-05-19,C,S01,C3,Clothing,20.17,29.7,1.73,3.8,0,1,49384.3,Damaged carton,,,
684,SH00684,2024-02-04,B,S02,C1,Grocery,7.5,33.0,1.71,2.2,0,0,38601.26,No issue,,,
685,SH00685,2024-01-14,D,S12,C4,Electronics,8.35,27.7,1.62,4.9,0,0,51487.28,No issue,,,
686,SH00686,2024-02-11,A,S01,C1,Grocery,6.59,26.1,1.86,1.4,0,0,46604.52,No issue,,,
687,SH00687,2024-01-14,B,S10,C2,Grocery,22.92,28.7,1.53,7.4,0,0,44311.3,No issue,,,
688,SH00688,2024-03-31,C,S02,C1,Grocery,16.79,28.3,1.69,8.4,0,0,44405.0,No issue,,,
689,SH00689,2024-03-17,A,S10,C1,Clothing,8.49,35.4,1.62,0.3,0,0,66934.23,No issue,,,
690,SH00690,2024-03-17,A,S12,C2,Grocery,12.34,23.9,1.88,4.1,0,0,57538.26,No issue,,,
691,SH00691,2024-04-21,A,S08,C1,Clothing,22.09,27.7,1.76,4.2,0,0,26362.05,Damaged carton,,,
692,SH00692,2024-03-17,D,S05,C4,Grocery,13.33,23.8,1.64,4.7,0,1,65244.79,No issue,,,
693,SH00693,2024-05-12,C,S12,C1,Clothing,12.98,27.7,1.6949999999999998,7.0,0,0,59748.36,No issue,,,
694,SH00694,2024-04-14,B,S11,C2,Grocery,10.31,29.2,1.89,4.1,1,0,58862.72,Partial delivery,,,
695,SH00695,2024-04-21,D,S07,C2,Clothing,8.85,36.0,1.61,4.8,1,0,65318.66,Damaged carton,,,
696,SH00696,2024-03-17,D,S02,C1,Electronics,22.1,27.0,1.52,11.0,0,0,52225.45,Damaged carton,,,
697,SH00697,2024-04-21,D,S08,C1,Frozen,25.04,23.6,1.73,4.8,0,0,61301.26,Partial delivery,,,
698,SH00698,2024-02-25,A,S11,C2,Grocery,15.06,28.9,1.73,8.5,0,0,45032.92,No issue,,,
699,SH00699,2024-01-28,C,S06,C2,Grocery,23.43,30.9,1.77,6.0,0,0,64713.7,Damaged carton,,,
700,SH00700,2024-02-25,D,S08,C2,Grocery,12.08,27.2,1.77,3.9,0,1,55271.7,Partial delivery,,,
701,SH00701,2024-01-28,B,S01,C2,Clothing,18.2,35.0,1.88,3.6,0,0,31345.58,No issue,,,
702,SH00702,2024-01-21,C,S01,C3,Electronics,23.46,40.1,1.53,4.9,0,0,67545.77,No issue,,,
703,SH00703,2024-01-21,B,S12,C1,Clothing,14.13,26.6,1.58,2.7,0,0,50066.43,Damaged carton,,,
704,SH00704,2024-05-05,C,S07,C2,Grocery,13.03,29.5,1.77,3.3,0,0,47978.16,Partial delivery,,,
705,SH00705,2024-05-12,B,S08,C4,Grocery,19.81,30.0,1.59,4.2,0,0,45359.99,No issue,,,
706,SH00706,2024-05-12,A,S03,C2,Grocery,8.34,28.2,1.55,5.6,0,0,46459.55,Partial delivery,,,
707,SH00707,2024-02-04,D,S05,C3,Frozen,15.015,21.6,1.89,8.7,0,0,55444.53,No issue,,,
708,SH00708,2024-05-05,B,S12,C2,Clothing,15.86,39.7,1.54,4.0,0,0,37186.3,Damaged carton,,,
709,SH00709,2024-03-10,C,S01,C3,Frozen,11.53,26.8,1.66,5.9,0,0,28470.81,No issue,,,
710,SH00710,2024-02-11,D,S07,C3,Grocery,11.37,28.6,1.69,1.7,0,0,36033.02,Damaged carton,,,
711,SH00711,2024-01-07,D,S05,C2,Electronics,14.86,31.1,1.83,7.1,1,0,57725.77,No issue,,,
712,SH00712,2024-02-04,C,S08,C4,Clothing,11.78,24.8,1.51,1.6,0,0,49570.93,Partial delivery,,,
713,SH00713,2024-03-03,B,S08,C1,Grocery,13.42,28.3,1.74,6.6,0,0,68697.9,No issue,,,
714,SH00714,2024-03-24,A,S09,C1,Clothing,8.63,24.6,1.61,4.8,0,0,51026.31,Partial delivery,,,
715,SH00715,2024-04-07,A,S07,C3,Frozen,14.73,30.1,1.76,4.8,0,1,64637.7,No issue,,,
716,SH00716,2024-01-14,B,S11,C4,Frozen,15.015,26.6,1.61,4.4,0,1,41607.78,No issue,,,
717,SH00717,2024-04-28,D,S01,C1,Clothing,13.72,29.3,1.86,2.4,0,0,45472.87,No issue,,,
718,SH00718,2024-04-07,D,S03,C1,Grocery,18.98,22.8,1.61,2.5,1,0,52142.86,No issue,,,
719,SH00719,2024-03-31,D,S08,C1,Grocery,10.16,23.9,1.45,4.9,0,0,49795.35,Driver delay,,,
720,SH00720,2024-03-03,D,S03,C1,Frozen,21.02,21.2,1.62,5.0,0,0,48394.52,No issue,,,
721,SH00721,2024-04-14,B,S08,C3,Grocery,15.73,24.4,1.67,4.4,0,0,38918.28,No issue,,,
722,SH00722,2024-04-14,D,S01,C2,Clothing,24.27,40.1,1.81,5.9,0,0,28216.57,No issue,,,
723,SH00723,2024-03-17,C,S05,C2,Clothing,29.49,26.5,1.57,5.2,0,0,61465.25,No issue,,,
724,SH00724,2024-04-21,D,S04,C2,Electronics,15.015,25.3,1.58,3.4,0,0,59788.91,Partial delivery,,,
725,SH00725,2024-04-28,A,S05,C1,Frozen,12.43,28.8,1.8,9.9,0,0,42791.96,Partial delivery,,,
726,SH00726,2024-01-28,D,S08,C1,Grocery,13.52,28.2,1.56,6.5,1,0,57683.26,Partial delivery,,,
727,SH00727,2024-01-07,B,S10,C3,Grocery,15.015,34.3,1.68,5.3,0,0,49503.31,No issue,,,
728,SH00728,2024-02-25,A,S04,C4,Grocery,22.96,27.7,1.68,4.0,0,0,68592.58,Partial delivery,,,
729,SH00729,2024-04-28,B,S11,C4,Electronics,15.015,33.7,1.72,6.9,1,0,32316.11,Damaged carton,,,
730,SH00730,2024-01-21,B,S04,C1,Grocery,17.29,40.1,1.63,3.4,0,0,50099.1,No issue,,,
731,SH00731,2024-05-19,A,S03,C4,Grocery,14.18,25.5,1.61,3.3,1,0,48901.8,No issue,,,
732,SH00732,2024-04-14,B,S07,C3,Clothing,18.71,32.3,1.73,8.4,1,0,54416.74,Damaged carton,,,
733,SH00733,2024-04-14,B,S03,C3,Frozen,24.06,19.6,1.61,5.1,1,0,75057.07,No issue,,,
734,SH00734,2024-04-07,D,S12,C2,Grocery,13.56,26.4,1.56,3.5,0,0,50144.24,Partial delivery,,,
735,SH00735,2024-04-07,C,S03,C2,Grocery,15.015,26.8,1.82,5.0,0,0,63146.98,No issue,,,
736,SH00736,2024-01-14,B,S11,C2,Frozen,19.46,40.1,1.75,6.7,0,0,49782.76,Partial delivery,,,
737,SH00737,2024-03-31,B,S10,C1,Grocery,15.06,27.7,1.88,6.2,1,0,68063.69,No issue,,,
738,SH00738,2024-04-07,B,S05,C1,Grocery,14.14,24.3,1.78,6.9,0,0,63292.72,No issue,,,
739,SH00739,2024-05-12,D,S05,C1,Grocery,19.72,25.9,1.57,2.5,0,0,47000.28,No issue,,,
740,SH00740,2024-02-18,C,S06,C2,Electronics,14.86,27.7,1.71,6.9,0,0,45920.48,No issue,,,
741,SH00741,2024-01-21,A,S08,C3,Grocery,14.39,24.0,1.6,4.6,0,0,59304.41,Damaged carton,,,
742,SH00742,2024-04-14,D,S10,C2,Frozen,15.015,34.0,1.53,5.2,0,0,42168.91,Driver delay,,,
743,SH00743,2024-04-07,D,S06,C1,Electronics,0.5,27.7,1.66,7.4,0,0,54859.49,No issue,,,
744,SH00744,2024-03-17,C,S12,C4,Electronics,15.015,28.9,1.8,6.4,0,0,46663.05,No issue,,,
745,SH00745,2024-04-14,C,S01,C4,Grocery,13.48,30.0,1.73,4.9,0,0,57521.54,No issue,,,
746,SH00746,2024-03-31,D,S08,C3,Electronics,24.08,40.1,1.56,4.9,1,0,49584.74,No issue,,,
747,SH00747,2024-05-05,A,S08,C4,Clothing,17.39,24.9,1.65,4.9,0,0,41611.28,Partial delivery,,,
748,SH00748,2024-02-11,D,S09,C2,Clothing,11.75,25.9,1.69,3.4,0,0,68579.6,Damaged carton,,,
749,SH00749,2024-01-21,C,S09,C4,Clothing,21.4,40.1,1.53,4.9,0,1,55593.34,No issue,,,
750,SH00750,2024-05-12,A,S02,C1,Electronics,21.91,29.0,1.77,7.0,0,0,51196.22,No issue,,,
751,SH00751,2024-04-14,C,S02,C2,Frozen,13.69,40.1,1.68,4.9,0,1,58299.83,No issue,,,
752,SH00752,2024-02-04,A,S03,C1,Clothing,22.16,31.7,1.56,3.7,1,0,26932.19,No issue,,,
753,SH00753,2024-03-10,B,S01,C1,Clothing,11.67,27.1,1.56,8.1,0,0,83352.77,No issue,,,
754,SH00754,2024-02-18,C,S04,C1,Grocery,15.96,24.5,1.81,3.8,0,0,52370.32,No issue,,,
755,SH00755,2024-04-28,C,S04,C3,Grocery,18.43,29.3,1.66,2.6,0,0,22552.41,No issue,INVALID_DATE,INVALID_DATE,INVALID_DATE
756,SH00756,2024-02-18,D,S09,C3,Grocery,15.015,22.9,1.82,3.3,0,0,69956.42,No issue,,,
757,SH00757,2024-03-24,C,S09,C3,Clothing,18.73,19.6,1.86,3.9,0,0,40729.17,No issue,,,
758,SH00758,2024-04-28,C,S09,C1,Electronics,13.0,28.0,1.8,3.3,0,0,67655.7,Damaged carton,,,
759,SH00759,2024-03-31,B,S10,C4,Electronics,21.56,24.7,1.65,6.7,0,0,53823.51,No issue,,,
760,SH00760,2024-05-19,C,S07,C3,Frozen,14.25,26.7,1.45,0.6,0,0,28443.78,No issue,,,
761,SH00761,2024-01-28,B,S02,C2,Frozen,14.25,27.7,1.73,3.2,0,0,55918.93,No issue,,,
762,SH00762,2024-03-10,B,S10,C3,Frozen,11.67,34.0,1.91,4.9,0,0,54815.64,Driver delay,INVALID_DATE,INVALID_DATE,INVALID_DATE
763,SH00763,2024-01-21,B,S05,C1,Grocery,26.64,24.7,1.7,5.4,0,0,69276.57,Driver delay,,,
764,SH00764,2024-03-03,B,S04,C2,Clothing,10.55,40.1,1.5,8.4,0,0,59832.46,Partial delivery,,,
765,SH00765,2024-03-31,A,S12,C4,Grocery,22.75,29.9,1.63,8.1,1,0,33408.83,No issue,,,
766,SH00766,2024-05-05,D,S11,C1,Grocery,8.19,21.1,1.68,1.8,0,0,67034.04,No issue,,,
767,SH00767,2024-04-14,A,S08,C2,Grocery,17.93,20.7,1.59,4.9,0,0,45789.03,No issue,,,
768,SH00768,2024-01-28,C,S02,C4,Grocery,16.78,29.9,1.44,5.0,1,0,77803.98,No issue,,,
769,SH00769,2024-04-14,A,S06,C3,Electronics,15.015,25.8,1.69,4.9,0,0,46678.3,No issue,,,
770,SH00770,2024-01-14,A,S05,C1,Clothing,11.07,23.5,1.62,4.9,0,0,48830.63,Damaged carton,,,
771,SH00771,2024-04-14,C,S12,C1,Grocery,9.42,27.7,1.88,4.9,0,0,39671.2,No issue,,,
772,SH00772,2024-02-25,C,S02,C1,Clothing,14.3,23.9,1.71,5.5,0,1,44521.03,Damaged carton,,,
773,SH00773,2024-02-25,C,S11,C3,Electronics,24.99,40.1,1.75,3.3,0,1,40555.89,Partial delivery,,,
774,SH00774,2024-04-28,A,S10,C2,Grocery,9.7,23.5,1.69,3.8,0,0,69646.73,Damaged carton,,,
775,SH00775,2024-03-24,A,S01,C1,Electronics,0.5,29.5,1.71,3.5,0,0,32027.38,No issue,,,
776,SH00776,2024-05-12,C,S08,C4,Grocery,15.015,34.7,1.53,4.2,0,0,64068.69,Damaged carton,,,
777,SH00777,2024-03-10,D,S02,C2,Electronics,20.7,18.7,1.6,6.1,1,0,64429.9,No issue,,,
778,SH00778,2024-03-03,D-X,S07-X,C1,Electronics,8.92,28.6,1.81,2.8,0,0,72663.21,No issue,,,
779,SH00779,2024-02-04,B,S09,C2,Grocery,20.09,32.3,1.6949999999999998,3.7,0,0,52656.42,Partial delivery,,,
780,SH00780,2024-02-11,C,S09,C3,Grocery,8.78,25.9,1.66,4.2,1,0,36599.59,No issue,,,
781,SH00781,2024-05-19,B,S08,C1,Electronics,14.12,22.3,1.75,5.0,0,0,49423.63,No issue,,,
782,SH00782,2024-01-14,D,S11,C1,Frozen,19.52,30.1,1.75,4.9,0,0,60920.48,Partial delivery,,,
783,SH00783,2024-03-31,B,S12,C4,Grocery,7.88,27.7,1.6949999999999998,9.1,1,0,53270.95,No issue,,,
784,SH00784,2024-02-11,C,S10,C2,Clothing,16.09,32.5,1.72,6.1,0,0,57500.92,No issue,,,
785,SH00785,2024-02-04,C,S09,C2,Clothing,22.29,29.8,1.59,6.2,0,1,72479.29,No issue,,,
786,SH00786,2024-01-07,C,S02,C2,Frozen,17.84,28.5,1.69,4.5,0,0,60730.05,Partial delivery,,,
787,SH00787,2024-02-11,A,S06,C1,Clothing,10.68,23.5,1.6949999999999998,3.0,0,0,54976.62,Driver delay,,,
788,SH00788,2024-02-11,B,S04,C1,Electronics,24.11,32.3,1.8,3.9,0,0,24334.58,No issue,,,
789,SH00789,2024-04-21,D,S04,C2,Clothing,18.95,32.0,1.6949999999999998,3.6,0,0,40242.24,Partial delivery,,,
790,SH00790,2024-01-28,D,S05,C1,Frozen,3.84,22.3,1.73,5.8,0,0,45929.87,No issue,,,
791,SH00791,2024-03-17,D,S12,C1,Grocery,20.19,29.8,1.61,1.7,0,1,22343.3,Partial delivery,,,
792,SH00792,2024-03-03,A,S03,C4,Grocery,11.57,31.3,1.6949999999999998,6.2,0,0,35360.97,Damaged carton,,,
793,SH00793,2024-01-21,A,S01,C4,Grocery,16.18,32.4,1.78,4.8,0,0,47973.21,Partial delivery,,,
794,SH00794,2024-05-12,C,S08,C3,Clothing,15.015,27.6,1.77,6.5,0,0,50414.23,No issue,,,
795,SH00795,2024-02-25,D,S05,C4,Clothing,11.7,23.7,1.63,3.6,0,0,59587.15,No issue,,,
796,SH00796,2024-02-04,A,S03,C1,Grocery,5.13,25.5,1.68,3.2,0,1,48920.61,No issue,,,
797,SH00797,2024-01-28,C,S10,C4,Electronics,24.03,23.0,1.65,4.2,0,1,55720.61,No issue,INVALID_DATE,INVALID_DATE,INVALID_DATE
798,SH00798,2024-02-11,D,S07,C1,Electronics,21.99,27.7,1.99,4.1,0,0,45733.16,No issue,,,
799,SH00799,2024-01-14,B,S07,C4,Grocery,14.48,26.8,1.73,6.6,0,0,52630.2,No issue,,,
800,SH00800,2024-05-19,C,S01,C4,Frozen,15.015,27.7,1.62,6.6,1,0,58764.59,No issue,,,
801,SH00801,2024-03-17,A,S12,C3,Grocery,12.78,32.5,1.83,8.8,0,0,74089.45,No issue,,,
802,SH00802,2024-01-28,A-X,S09 ,C4,Grocery,15.58,27.7,1.84,4.0,1,0,44280.36,No issue,,,
803,SH00803,2024-04-14,C,S02,C3,Electronics,14.13,30.4,1.88,4.9,0,0,54162.73,No issue,,,
804,SH00804,2024-02-11,C,S05,C1,Clothing,13.03,26.2,1.91,4.2,0,1,65036.91,Driver delay,,,
805,SH00805,2024-04-28,A,S05,C2,Grocery,17.16,26.6,1.77,5.5,1,0,30406.1,No issue,,,
806,SH00806,2024-02-11,B,S08,C3,Clothing,15.015,27.1,1.67,6.4,0,1,81967.39,Partial delivery,,,
807,SH00807,2024-05-12,D,S08,C1,Electronics,13.49,28.9,1.68,5.6,0,0,69685.46,Driver delay,,,
808,SH00808,2024-01-14,B,S07,C3,Grocery,16.89,29.9,1.67,4.0,1,0,26327.67,Driver delay,,,
809,SH00809,2024-04-14,C,S07,C4,Grocery,26.03,28.0,1.66,4.9,1,1,57570.73,No issue,,,
810,SH00810,2024-03-17,B,S12,C1,Electronics,7.99,26.5,1.82,4.9,1,0,43533.2,No issue,,,
811,SH00811,2024-02-25,A,S11,C3,Grocery,15.06,27.7,1.7,4.5,0,1,46039.78,No issue,,,
812,SH00812,2024-05-12,C ,S06 ,C4,Frozen,18.78,21.0,1.8,2.8,0,0,57257.52,No issue,,,
813,SH00813,2024-03-31,D,S06,C4,Clothing,3.74,34.4,1.77,4.9,0,0,67755.99,No issue,,,
814,SH00814,2024-03-24,A,S11,C4,Frozen,17.46,39.0,1.59,8.2,0,1,45011.91,No issue,,,
815,SH00815,2024-02-04,A,S09,C2,Grocery,20.28,34.0,1.53,4.7,1,0,45213.28,No issue,,,
816,SH00816,2024-02-11,D,S06,C4,Frozen,18.53,21.7,1.58,4.7,0,1,57582.5,No issue,,,
817,SH00817,2024-01-28,D,S12,C3,Electronics,15.015,31.9,1.66,1.6,0,1,60579.34,No issue,,,
818,SH00818,2024-05-12,B,S02,C1,Grocery,17.0,33.1,1.71,4.4,0,0,36893.03,No issue,,,
819,SH00819,2024-05-19,C,S02,C2,Grocery,16.02,26.0,1.64,7.3,0,0,77855.09,Damaged carton,,,
820,SH00820,2024-01-07,D,S05,C3,Grocery,4.86,30.4,1.77,4.5,1,0,42350.29,Partial delivery,,,
821,SH00821,2024-05-19,D,S04,C1,Clothing,16.16,25.7,1.65,4.4,0,0,66470.11,Damaged carton,,,
822,SH00822,2024-04-28,C,S11,C3,Electronics,12.8,35.6,1.73,7.2,0,0,58775.57,No issue,,,
823,SH00823,2024-03-24,D,S02,C3,Grocery,10.77,29.8,1.71,4.4,1,0,61094.86,No issue,,,
824,SH00824,2024-04-14,D,S03,C1,Electronics,29.91,23.4,1.87,7.6,0,0,42640.73,No issue,,,
825,SH00825,2024-01-07,B,S07,C3,Grocery,22.52,31.3,1.6,2.4,0,0,26142.25,No issue,,,
826,SH00826,2024-04-07,A,S08,C3,Electronics,14.86,33.3,1.92,6.4,0,0,51678.98,No issue,,,
827,SH00827,2024-02-11,A,S12,C2,Grocery,17.08,29.0,1.64,8.3,0,0,51740.8,Partial delivery,,,
828,SH00828,2024-02-04,A,S06,C1,Clothing,23.75,30.4,1.57,7.0,0,0,37629.67,Partial delivery,,,
829,SH00829,2024-03-17,A,S11,C1,Clothing,6.02,27.7,1.68,1.3,1,1,65769.15,Damaged carton,,,
830,SH00830,2024-01-28,D,S05,C2,Electronics,15.46,22.3,2.02,3.7,0,0,51227.06,Damaged carton,,,
831,SH00831,2024-03-31,C,S01,C4,Grocery,15.74,27.2,1.79,4.5,1,0,39863.91,No issue,,,
832,SH00832,2024-03-17,C,S08,C1,Grocery,7.35,30.6,1.76,7.0,1,0,60776.07,No issue,,,
833,SH00833,2024-01-21,B,S03,C3,Clothing,17.28,27.4,1.78,2.3,0,0,61174.3,No issue,,,
834,SH00834,2024-01-07,B,S06,C1,Grocery,21.7,32.0,1.62,3.0,0,1,41254.78,Driver delay,,,
835,SH00835,2024-02-11,D,S03,C2,Grocery,24.05,26.0,1.73,1.8,0,0,70500.88,Driver delay,,,
836,SH00836,2024-05-05,C,S07,C4,Grocery,13.5,26.4,1.7,3.3,0,0,85648.66,Damaged carton,,,
837,SH00837,2024-03-10,C,S07,C3,Electronics,30.01,32.2,1.88,2.5,1,0,35649.54,No issue,,,
838,SH00838,2024-02-04,A,S12,C1,Electronics,15.015,29.1,1.69,8.2,0,0,49244.59,Damaged carton,,,
839,SH00839,2024-03-10,D,S09,C2,Clothing,17.14,25.9,1.66,3.7,0,0,57055.15,No issue,,,
840,SH00840,2024-03-24,D,S05,C1,Grocery,6.53,33.2,1.58,6.4,0,0,86203.9,No issue,,,
841,SH00841,2024-01-14,A,S08,C2,Grocery,15.54,24.6,1.71,4.9,0,0,40993.34,No issue,,,
842,SH00842,2024-03-31,D,S10,C3,Clothing,11.87,24.4,1.73,4.9,0,0,37906.23,No issue,,,
843,SH00843,2024-02-25,D,S10,C1,Clothing,18.04,16.1,1.58,3.8,0,1,37803.71,Damaged carton,,,
844,SH00844,2024-01-14,B,S08,C1,Grocery,14.24,25.2,1.75,6.5,0,0,70321.35,No issue,,,
845,SH00845,2024-05-19,C,S01,C2,Electronics,10.04,34.5,1.72,5.3,0,0,41382.53,No issue,,,
846,SH00846,2024-01-07,D,S12,C4,Grocery,10.44,17.6,1.6949999999999998,5.2,0,0,39247.99,No issue,,,
847,SH00847,2024-02-04,B,S05,C4,Frozen,26.59,23.2,1.82,3.8,0,0,55464.51,No issue,,,
848,SH00848,2024-03-03,C,S03,C1,Grocery,17.66,30.2,1.71,4.1,0,1,56623.32,No issue,,,
849,SH00849,2024-04-28,A,S01,C3,Frozen,14.25,16.8,1.6,6.2,0,0,68065.31,No issue,,,
850,SH00850,2024-03-03,B,S04,C2,Clothing,18.3,25.4,1.62,5.5,0,0,53378.89,No issue,,,
851,SH00851,2024-03-17,B,S08,C2,Electronics,13.83,33.7,1.88,4.9,0,0,55733.98,No issue,,,
852,SH00852,2024-04-14,C,S03,C3,Grocery,15.03,38.2,1.6949999999999998,4.9,1,0,50420.94,Partial delivery,,,
853,SH00853,2024-02-11,A,S10,C4,Electronics,19.92,29.5,1.87,8.9,0,0,32435.4,Partial delivery,,,
854,SH00854,2024-01-21,B,S02,C4,Electronics,22.1,23.4,1.75,4.0,0,0,49005.93,No issue,,,
855,SH00855,2024-04-28,D,S11,C3,Grocery,9.85,23.2,1.78,4.9,1,0,52942.5,No issue,,,
856,SH00856,2024-02-04,D,S09,C2,Clothing,14.82,40.1,1.79,4.6,1,0,45342.65,Damaged carton,,,
857,SH00857,2024-03-24,D,S10,C3,Frozen,11.72,40.1,1.58,8.9,0,0,28533.19,No issue,,,
858,SH00858,2024-05-05,A,S05,C1,Electronics,18.58,37.3,1.73,4.4,0,0,34975.14,No issue,,,
859,SH00859,2024-04-07,B,S07,C3,Clothing,14.265,27.7,1.58,4.2,0,1,51409.28,No issue,,,
860,SH00860,2024-03-17,D,S11,C2,Grocery,15.18,28.4,1.67,5.2,0,0,65991.3,Damaged carton,,,
861,SH00861,2024-03-03,A,S11,C3,Electronics,13.38,26.3,1.76,3.6,1,0,77234.26,Partial delivery,,,
862,SH00862,2024-01-14,D,S02,C1,Grocery,14.36,40.1,1.6,4.9,0,0,49242.54,No issue,,,
863,SH00863,2024-03-24,C,S09,C1,Electronics,25.23,31.1,1.76,9.7,0,0,41246.89,Damaged carton,,,
864,SH00864,2024-01-21,B,S09,C4,Frozen,29.34,24.7,1.55,5.6,0,0,46412.36,No issue,,,
865,SH00865,2024-01-21,B,S04,C1,Clothing,15.015,26.9,1.81,5.5,0,0,36303.77,Partial delivery,,,
866,SH00866,2024-01-07,A,S04,C2,Grocery,14.4,23.6,1.63,3.6,0,0,63816.18,No issue,,,
867,SH00867,2024-02-25,A,S06,C1,Grocery,5.43,16.1,1.6,8.4,1,0,84064.17,No issue,,,
868,SH00868,2024-02-25,B,S10,C1,Electronics,10.44,29.6,1.56,8.9,0,0,41611.98,No issue,,,
869,SH00869,2024-03-17,D,S10,C1,Electronics,14.24,36.9,1.64,6.7,0,0,34119.38,Partial delivery,,,
870,SH00870,2024-03-03,D,S10,C1,Clothing,10.71,19.8,1.51,6.3,0,0,67097.25,No issue,,,
871,SH00871,2024-02-04,C,S06,C4,Clothing,15.015,28.3,1.65,4.5,0,0,56770.77,No issue,,,
872,SH00872,2024-04-07,D,S12,C1,Electronics,24.45,24.5,1.81,5.8,0,0,57023.94,No issue,,,
873,SH00873,2024-01-21,A,S01,C4,Grocery,15.17,30.6,1.68,3.3,1,0,75822.61,No issue,,,
874,SH00874,2024-02-04,A,S09,C3,Grocery,15.71,27.7,1.58,2.7,0,0,31502.71,Damaged carton,,,
875,SH00875,2024-02-04,D,S02,C2,Grocery,10.95,21.2,1.6949999999999998,2.0,1,0,31083.75,No issue,,,
876,SH00876,2024-05-12,A,S05,C3,Grocery,22.07,23.1,1.71,5.8,0,0,49574.29,Partial delivery,,,
877,SH00877,2024-04-07,B,S09,C2,Electronics,13.72,23.8,1.6949999999999998,2.2,0,0,52951.05,No issue,,,
878,SH00878,2024-01-28,B,S04,C3,Clothing,11.87,34.7,1.78,4.0,0,0,46675.78,No issue,,,
879,SH00879,2024-03-31,D,S11,C1,Clothing,5.52,34.5,1.73,4.9,0,0,88911.29,Damaged carton,,,
880,SH00880,2024-03-10,B,S03,C2,Grocery,14.63,26.4,1.79,7.0,1,0,47346.37,No issue,,,
881,SH00881,2024-05-05,B,S07,C4,Grocery,11.69,27.7,1.69,3.8,0,0,43739.12,Driver delay,,,
882,SH00882,2024-02-25,C,S06,C4,Grocery,25.11,27.7,1.69,7.2,0,1,53865.15,No issue,,,
883,SH00883,2024-02-25,C,S08,C4,Grocery,15.06,27.7,1.87,6.9,0,1,66563.3,Damaged carton,,,
884,SH00884,2024-02-18,B,S03,C2,Clothing,14.265,28.3,1.6949999999999998,2.9,1,0,41118.58,No issue,,,
885,SH00885,2024-02-25,D,S05,C3,Grocery,8.27,29.4,1.8,7.2,0,0,49795.2,Damaged carton,,,
886,SH00886,2024-04-07,C###,S10 ,C2,Electronics,13.34,25.2,1.69,4.4,0,0,66989.27,Driver delay,,,
887,SH00887,2024-05-12,A,S04,C2,Grocery,10.1,28.1,1.67,4.0,0,0,67822.1,No issue,,,
888,SH00888,2024-02-11,A,S04,C1,Frozen,16.3,31.9,1.64,4.4,0,0,55264.42,No issue,,,
889,SH00889,2024-01-07,A,S04,C3,Electronics,13.04,28.6,1.72,5.0,0,0,88275.87,No issue,,,
890,SH00890,2024-04-14,D,S10,C1,Grocery,16.68,28.2,1.7,4.2,1,0,81709.77,Damaged carton,,,
891,SH00891,2024-01-07,B,S08,C2,Electronics,21.1,30.5,1.66,3.3,0,0,30908.26,No issue,,,
892,SH00892,2024-04-28,A,S06,C4,Clothing,8.61,31.3,1.63,3.5,0,0,26620.58,No issue,,,
893,SH00893,2024-01-07,D,S03,C1,Frozen,20.97,27.7,1.51,5.3,0,0,63935.72,Partial delivery,,,
894,SH00894,2024-04-14,C,S10,C1,Grocery,10.63,25.6,1.63,4.9,0,0,72480.48,No issue,,,
895,SH00895,2024-01-14,B,S05,C1,Frozen,15.015,28.9,1.65,6.1,0,0,48628.62,No issue,,,
896,SH00896,2024-04-07,C,S06,C4,Frozen,24.73,27.7,1.72,5.1,1,0,44467.06,Partial delivery,,,
897,SH00897,2024-02-25,D,S05,C2,Frozen,15.015,26.9,1.9,5.2,1,0,39695.64,No issue,,,
898,SH00898,2024-02-25,A,S06,C2,Electronics,9.22,16.1,1.64,6.2,1,1,34479.82,No issue,,,
899,SH00899,2024-05-12,A,S08,C4,Electronics,14.86,27.7,1.6,7.8,1,1,69045.14,No issue,,,
900,SH00900,2024-02-18,D,S07,C4,Electronics,20.24,18.9,1.63,7.9,0,0,46280.58,No issue,,,
901,SH00901,2024-05-12,A,S05,C2,Clothing,14.82,27.7,1.72,7.7,0,0,56527.01,No issue,,,
902,SH00902,2024-02-11,B,S10,C3,Electronics,14.86,27.7,1.76,6.7,0,0,24612.91,Driver delay,,,
903,SH00903,2024-02-11,D,S06,C3,Clothing,28.23,21.7,1.77,9.2,0,0,67034.07,Driver delay,,,
904,SH00904,2024-01-21,C,S04,C3,Electronics,10.38,30.5,1.78,4.9,0,0,60816.67,Partial delivery,,,
905,SH00905,2024-02-18,D,S12,C1,Clothing,7.62,32.9,1.8,5.7,0,1,31829.66,No issue,,,
906,SH00906,2024-05-12,B,S09,C4,Clothing,16.16,30.5,1.67,9.5,0,0,55885.43,No issue,,,
907,SH00907,2024-02-25,B,S04,C2,Grocery,21.87,27.1,1.91,-0.5,1,0,52071.15,Partial delivery,,,
908,SH00908,2024-03-10,D,S01,C1,Clothing,9.36,29.2,1.66,4.6,0,0,45247.68,Damaged carton,,,
