Ticket_ID,Order_ID,Customer_ID,Reported_Time,Issue_Type,Channel,Region,Customer_Segment,Priority,Agent_ID,Team,Backlog_At_Report,First_Response_Time,Resolution_Time,Response_Minutes,Resolution_Minutes,Handle_Minutes,Escalation_Flag,First_Contact_Resolution_Flag,Outcome,Repeat_Contact_Flag,Sentiment_Score,Customer_Effort_Score,CSAT_Score
TCK-IX5OQBMI,ORD-2Z2TZENKK0,C-HLK5WRN,2025-11-05 04:59:00,Account access,Web form,DE-West,B2C,Low,AG-151,Service-L1,24,2025-11-05 06:16:00,2025-11-05 08:27:00,77,208,95,0,0,Resolved,0,0.141,3,4
TCK-CA91DZ9U,ORD-DRPGTA7XW7,C-XJIEA14,2025-11-05 10:37:00,Account access,Phone,DE-North,B2C,Medium,AG-139,Returns,25,2025-11-05 11:05:00,2025-11-05 15:40:00,28,303,155,1,0,Resolved,0,-0.113,5,3
TCK-FTJE5U5K,ORD-UJ3HXTLCRS,C-3HGK2IW,2025-11-05 20:29:00,Missing item,Chat,DE-East,SMB,High,AG-105,Service-L2,22,2025-11-05 20:57:00,2025-11-05 22:54:00,28,145,84,0,1,Resolved,0,-0.691,3,3
TCK-7VX26WWW,ORD-ZVYHYQ1DGB,C-16XN32U,2025-11-05 22:58:00,Return request,Email,DE-North,SMB,Low,AG-145,Service-L2,26,2025-11-05 23:18:00,2025-11-06 03:24:00,20,266,93,1,1,Resolved,0,-0.111,4,3
TCK-9DWTE7UW,ORD-JFLBHRO1FH,C-SYLHENN,2025-11-06 00:38:00,Address change,WhatsApp,AT,B2C,Medium,AG-108,Returns,19,2025-11-06 01:03:00,2025-11-06 03:18:00,25,160,34,1,0,Resolved,0,-0.067,4,3
TCK-KQQ667R8,ORD-F7X5O9A43N,C-3H1QOH2,2025-11-06 03:31:00,Late status update,Chat,DE-South,Enterprise,High,AG-126,Billing,23,2025-11-06 03:54:00,2025-11-06 06:21:00,23,170,100,0,1,Resolved,0,0.354,3,4
TCK-5Q4ES02N,ORD-G8VXMEUO6X,C-1U1E9UV,2025-11-06 03:33:00,Damaged item,WhatsApp,DE-East,Enterprise,Low,AG-112,Service-L1,15,2025-11-06 03:58:00,2025-11-06 05:49:00,25,136,92,0,1,Resolved,0,0.691,3,4
TCK-9IDFSY7Z,ORD-X1QTB2I7XK,C-EJWZECS,2025-11-06 09:19:00,Return request,Phone,DE-East,B2C,Medium,AG-103,Service-L1,29,2025-11-06 09:31:00,2025-11-06 13:05:00,12,226,134,0,1,Resolved,0,0.456,3,4
TCK-HAT9FUP0,ORD-V0D92DA31N,C-7WSBRNP,2025-11-06 14:33:00,Late status update,Web form,DE-East,Enterprise,High,AG-145,Service-L2,25,2025-11-06 14:56:00,2025-11-06 15:48:00,23,75,37,0,1,Resolved,1,0.394,4,3
TCK-NDW2FVMS,ORD-AB95RUJ2P8,C-138JBHG,2025-11-06 21:44:00,Wrong item,Web form,DE-North,B2C,Medium,AG-131,Service-L2,24,2025-11-06 22:28:00,2025-11-06 23:45:00,44,121,43,0,1,Resolved,0,-0.449,3,3
TCK-QJEX1ODJ,ORD-Z1O5OAH6ZD,C-KORA7TJ,2025-11-07 03:34:00,Missing item,WhatsApp,DE-East,B2C,Low,AG-150,Service-L1,20,2025-11-07 04:26:00,2025-11-07 09:16:00,52,342,88,1,0,Resolved,0,-0.215,5,3
TCK-ZHVSKRGX,ORD-EQCTD3A3K8,C-LFYI3RJ,2025-11-07 10:20:00,Return request,Email,DE-West,B2C,Medium,AG-140,TechSupport,19,2025-11-07 10:46:00,2025-11-07 12:12:00,26,112,51,0,1,Resolved,0,-0.199,3,3
TCK-LFXCTNCS,ORD-BPCDP3EIW8,C-UO9B4KF,2025-11-07 13:13:00,Billing dispute,WhatsApp,DE-South,B2C,Low,AG-148,Service-L1,14,2025-11-07 14:22:00,2025-11-07 15:53:00,69,160,64,0,1,Resolved,0,-0.1,3,3
TCK-36IUNK1W,ORD-LT7U6U9BQT,C-08WRWTZ,2025-11-07 16:12:00,Address change,Web form,CH,B2C,Low,AG-139,Service-L1,17,2025-11-07 16:32:00,2025-11-07 17:46:00,20,94,37,0,1,Resolved,0,-0.084,3,3
TCK-S41HTGIF,ORD-CM5XDHVTAD,C-UVC1IVT,2025-11-07 22:07:00,Return request,Email,DE-North,B2C,Medium,AG-105,Service-L1,18,2025-11-07 22:45:00,2025-11-08 00:35:00,38,148,74,0,1,Resolved,0,0.149,3,4
TCK-FO5336IB,ORD-EXTNZHVPF1,C-G21PQHF,2025-11-07 22:40:00,Account access,Web form,DE-South,SMB,Medium,AG-106,Returns,28,2025-11-07 22:53:00,2025-11-08 01:00:00,13,140,90,0,0,Partially resolved,0,0.299,3,3
TCK-J8ESW5HJ,ORD-IOQ845ABZ6,C-RVAO734,2025-11-08 01:24:00,Delivery instruction,Chat,DE-East,B2C,Medium,AG-137,Service-L1,19,2025-11-08 01:39:00,2025-11-08 03:09:00,15,105,46,0,0,Resolved,0,0.275,3,4
TCK-LS64KED5,ORD-106OGDO1DP,C-CHTX7LI,2025-11-08 06:01:00,Billing dispute,Email,AT,B2C,Critical,AG-116,Service-L1,24,2025-11-08 06:12:00,2025-11-08 07:55:00,11,114,83,0,1,Resolved,0,-0.49,3,3
TCK-K8GETMZB,ORD-YN7KPLTKYO,C-ZKQUZXP,2025-11-08 08:02:00,Delivery instruction,Phone,DE-East,B2C,High,AG-103,Service-L2,13,2025-11-08 08:15:00,2025-11-08 09:46:00,13,104,32,0,1,Resolved,0,0.273,3,4
TCK-7Y6E3L72,ORD-81OS2CTUZM,C-V0NY6NS,2025-11-08 09:13:00,Address change,Web form,DE-East,SMB,Medium,AG-122,Service-L1,22,2025-11-08 09:55:00,2025-11-08 11:02:00,42,109,40,0,1,Resolved,1,-0.09,4,3
TCK-MLA40RAI,ORD-6QH36ESUEL,C-WYWWNCA,2025-11-08 11:04:00,Return request,WhatsApp,DE-North,B2C,Medium,AG-120,Service-L2,27,2025-11-08 11:23:00,2025-11-08 12:45:00,19,101,60,0,1,Resolved,0,0.259,3,4
TCK-K41F8HEU,ORD-P8B6ZLFZBK,C-CM94TXW,2025-11-08 13:26:00,Return request,Web form,DE-South,B2C,High,AG-104,Service-L1,18,2025-11-08 13:39:00,2025-11-08 18:46:00,13,320,253,1,0,Resolved,0,-0.376,4,3
TCK-8ZAAX3CL,ORD-0F4RCNUPYF,C-2NXWPN2,2025-11-08 13:45:00,Missing item,Email,AT,B2C,Low,AG-111,Returns,24,2025-11-08 14:08:00,2025-11-08 17:11:00,23,206,83,1,0,Resolved,0,-0.367,4,3
TCK-MO122J51,ORD-VM0C0P1VML,C-SEJWH7T,2025-11-08 20:53:00,Product info,Email,DE-North,B2C,Medium,AG-129,Service-L2,20,2025-11-08 22:03:00,2025-11-08 23:20:00,70,147,68,0,1,Resolved,0,0.812,3,4
TCK-O2SM47AV,ORD-1SOZFRH52O,C-2TXI1X9,2025-11-09 03:52:00,Return request,Web form,DE-North,B2C,High,AG-130,Billing,37,2025-11-09 04:03:00,2025-11-09 05:35:00,11,103,66,0,0,Resolved,0,-0.467,3,3
TCK-HJVXHALY,ORD-GLH2TCDOTX,C-DFZOKL8,2025-11-09 04:05:00,Wrong item,Web form,AT,B2C,High,AG-102,Service-L2,25,2025-11-09 04:16:00,2025-11-09 05:14:00,11,69,37,0,1,Resolved,0,-0.077,3,3
TCK-CMB8SY82,ORD-IMD20RNJRZ,C-645PPL9,2025-11-09 05:58:00,Missing item,Phone,AT,B2C,Medium,AG-142,Returns,24,2025-11-09 06:27:00,2025-11-09 07:46:00,29,108,36,0,1,Resolved,0,-0.381,3,3
TCK-L2KUH6SV,ORD-2SRZRUKFI8,C-VAGUS96,2025-11-09 23:07:00,Product info,Email,DE-North,B2C,Medium,AG-140,Billing,22,2025-11-09 23:45:00,2025-11-10 01:32:00,38,145,58,0,1,Resolved,0,-0.588,3,3
TCK-VDHJBXU7,ORD-T7QSKQ7RAM,C-HWSR71D,2025-11-10 11:20:00,Wrong item,Web form,DE-East,SMB,Low,AG-136,Service-L2,21,2025-11-10 11:58:00,2025-11-10 12:46:00,38,86,35,0,1,Resolved,0,0.039,3,4
TCK-WJCV3JHI,ORD-DY92MZC4LA,C-WEJCQT3,2025-11-10 11:58:00,Product info,Email,DE-South,B2C,High,AG-126,Service-L2,14,2025-11-10 12:36:00,2025-11-10 14:41:00,38,163,44,0,1,Resolved,0,-0.18,3,3
TCK-3GHOSNEI,ORD-06BU1B4EVT,C-WLPUPXQ,2025-11-10 14:57:00,Billing dispute,WhatsApp,DE-West,B2C,Low,AG-109,Service-L2,22,2025-11-10 15:12:00,2025-11-10 16:40:00,15,103,52,0,0,Resolved,0,0.17,3,4
TCK-UO90933N,ORD-XEM79GROWV,C-J5Q1Z9S,2025-11-10 15:44:00,Delivery instruction,WhatsApp,DE-North,SMB,Low,AG-130,TechSupport,29,2025-11-10 16:09:00,2025-11-10 17:31:00,25,107,55,0,1,Resolved,0,0.501,3,4
TCK-MHFHPZ7U,ORD-8PXAPAE3EK,C-SSBDYOD,2025-11-10 17:05:00,Damaged item,Phone,DE-North,B2C,High,AG-119,Service-L1,17,2025-11-10 17:24:00,2025-11-10 23:29:00,19,384,331,1,1,Resolved,0,-0.28,5,3
TCK-TGQJX249,ORD-QTMKS9C0LV,C-JZRLQAD,2025-11-10 19:25:00,Account access,Email,DE-East,B2C,Low,AG-116,Service-L1,17,2025-11-10 19:49:00,2025-11-10 21:47:00,24,142,59,0,0,Resolved,0,0.015,3,4
TCK-7KKUN89E,ORD-IGQKY5CAEL,C-EPN089P,2025-11-11 04:04:00,Account access,Phone,CH,B2C,Medium,AG-112,Returns,24,2025-11-11 04:24:00,2025-11-11 06:34:00,20,150,75,0,1,Resolved,0,0.413,3,4
TCK-SFQMNNB5,ORD-K08NMY7TXD,C-LQXN04I,2025-11-11 04:18:00,Wrong item,Email,DE-North,SMB,Medium,AG-128,TechSupport,21,2025-11-11 04:37:00,2025-11-11 07:03:00,19,165,105,1,1,Resolved,0,0.022,4,3
TCK-I1HJETKU,ORD-ZIESOQNFE0,C-WYWSH6T,2025-11-11 10:08:00,Late status update,Email,DE-East,B2C,Low,AG-150,Service-L1,25,2025-11-11 10:44:00,2025-11-11 12:44:00,36,156,52,0,1,Resolved,1,-0.001,4,3
TCK-PWY04XE4,ORD-KUN0HIIF5U,C-LO9SI3X,2025-11-11 11:48:00,Damaged item,Phone,DE-North,B2C,Low,AG-101,Service-L1,22,2025-11-11 12:08:00,2025-11-11 13:47:00,20,119,61,0,1,Resolved,0,-0.568,3,3
TCK-9DR346BK,ORD-EG9U7N5QJ1,C-8DVWHNF,2025-11-11 14:08:00,Product info,Web form,DE-East,B2C,Low,AG-149,Billing,30,2025-11-11 15:02:00,2025-11-11 16:09:00,54,121,28,0,1,Resolved,0,0.729,3,4
TCK-COKCKPYJ,ORD-N6WQH27I4N,C-RAIIH38,2025-11-11 14:36:00,Billing dispute,Web form,DE-East,SMB,High,AG-110,Returns,19,2025-11-11 14:54:00,2025-11-11 16:38:00,18,122,58,1,0,Resolved,0,0.437,4,3
TCK-P79UUDU7,ORD-I1JZKV1B4S,C-ILT0GCI,2025-11-12 07:14:00,Billing dispute,Email,DE-South,SMB,Medium,AG-116,Service-L1,23,2025-11-12 07:32:00,2025-11-12 10:24:00,18,190,131,0,1,Resolved,0,0.519,3,4
TCK-C3908NWY,ORD-2Z3M2V8LW4,C-1ZFFLXB,2025-11-12 07:20:00,Damaged item,Chat,CH,B2C,Medium,AG-135,Service-L1,24,2025-11-12 07:42:00,2025-11-12 09:36:00,22,136,63,0,1,Resolved,0,-0.316,3,3
TCK-WH4O8MWT,ORD-J2AIL5SBKV,C-3D2OSPP,2025-11-12 09:18:00,Late status update,Chat,AT,SMB,Medium,AG-137,Service-L1,12,2025-11-12 09:39:00,2025-11-12 11:03:00,21,105,61,0,0,Resolved,1,0.448,4,3
TCK-HHSNEV5T,ORD-MRIBKN1O5E,C-LG2FUS0,2025-11-12 11:01:00,Product info,Web form,CH,SMB,Medium,AG-148,Service-L2,26,2025-11-12 11:20:00,2025-11-12 13:11:00,19,130,82,0,1,Resolved,0,-0.142,3,3
TCK-AGZAIJZ9,ORD-AE78FMSLPR,C-JBDFDWZ,2025-11-12 13:15:00,Product info,Phone,DE-South,B2C,Low,AG-117,Service-L1,23,2025-11-12 14:11:00,2025-11-12 14:58:00,56,103,20,0,1,Resolved,0,-0.065,3,3
TCK-JKMLDP9X,ORD-71491JIOAI,C-57L1162,2025-11-12 14:52:00,Billing dispute,Web form,DE-North,B2C,Low,AG-105,Service-L2,22,2025-11-12 15:33:00,2025-11-12 18:29:00,41,217,152,1,0,Partially resolved,0,0.172,4,3
TCK-ITK6D38O,ORD-3WISELCG5S,C-5QLRN9B,2025-11-12 22:16:00,Account access,Chat,DE-West,SMB,High,AG-124,Service-L1,22,2025-11-12 22:25:00,2025-11-12 23:55:00,9,99,64,0,0,Resolved,0,-0.037,3,3
TCK-LF15T7IH,ORD-NQH71KIKOX,C-18CHN8Q,2025-11-12 23:15:00,Wrong item,Web form,DE-South,SMB,Medium,AG-138,Service-L1,15,2025-11-12 23:27:00,2025-11-13 00:43:00,12,88,26,0,1,Resolved,0,-0.024,3,3
TCK-LRMRBK8L,ORD-ZWQWZU2KIQ,C-2RAQ6GU,2025-11-13 02:30:00,Billing dispute,Phone,DE-West,Enterprise,Medium,AG-130,Returns,22,2025-11-13 03:12:00,2025-11-13 04:29:00,42,119,52,0,1,Resolved,0,0.019,3,4
TCK-SDLU3G2X,ORD-3CSF1YI96O,C-H1M5K4M,2025-11-13 04:11:00,Return request,Email,DE-North,B2C,Low,AG-152,Service-L2,28,2025-11-13 04:34:00,2025-11-13 06:51:00,23,160,95,0,0,Resolved,0,0.198,3,4
TCK-Q51RCM3P,ORD-OWBXYEP4JT,C-MTOM7Y9,2025-11-13 06:34:00,Address change,Phone,AT,B2C,Low,AG-149,Service-L1,24,2025-11-13 07:05:00,2025-11-13 08:16:00,31,102,39,0,1,Resolved,0,0.333,3,4
TCK-QQI9C3RM,ORD-L8MUOXUTDA,C-XASK0LB,2025-11-13 11:48:00,Product info,Chat,DE-West,SMB,Medium,AG-144,Billing,24,2025-11-13 12:06:00,2025-11-13 13:10:00,18,82,46,0,1,Resolved,0,0.102,3,4
TCK-QOUOKO2F,ORD-RI7AM8ZI0S,C-DDBKO86,2025-11-13 12:01:00,Product info,Web form,DE-East,B2C,Low,AG-130,Service-L2,23,2025-11-13 12:20:00,2025-11-13 13:11:00,19,70,23,0,0,Partially resolved,0,-0.08,3,3
TCK-1I3IDRNM,ORD-1IY4QS7VGC,C-CLDXPLS,2025-11-13 15:02:00,Damaged item,Phone,DE-North,B2C,High,AG-141,Service-L1,21,2025-11-13 15:14:00,2025-11-13 16:38:00,12,96,69,0,1,Resolved,0,-0.099,3,3
TCK-YKH4F7HD,ORD-D28OXJ6YFC,C-ZB4KIUL,2025-11-14 06:12:00,Missing item,Web form,DE-West,B2C,Low,AG-143,Service-L1,21,2025-11-14 07:22:00,2025-11-14 09:00:00,70,168,68,0,1,Resolved,0,0.341,3,4
TCK-E5L80VRX,ORD-3GTJGH27PG,C-GLN5SRW,2025-11-14 07:29:00,Product info,Web form,DE-East,Enterprise,Low,AG-148,Service-L1,23,2025-11-14 07:53:00,2025-11-14 08:44:00,24,75,37,0,1,Resolved,0,0.303,3,4
TCK-4QVBPNZI,ORD-9LSQMCB69W,C-EGLBMKL,2025-11-14 12:59:00,Wrong item,Phone,AT,B2C,Low,AG-130,Service-L2,27,2025-11-14 13:36:00,2025-11-14 14:42:00,37,103,38,0,0,Resolved,1,0.11,4,3
TCK-456C1GMH,ORD-433N7JUYIN,C-D2GEKXW,2025-11-14 13:21:00,Return request,Email,AT,B2C,High,AG-149,Service-L1,27,2025-11-14 13:28:00,2025-11-14 14:47:00,7,86,24,0,1,Resolved,0,0.31,3,4
TCK-OKIDT4VU,ORD-XHZQTWQLIH,C-SNVAM5I,2025-11-14 14:37:00,Billing dispute,Email,DE-East,B2C,High,AG-153,Service-L1,33,2025-11-14 15:06:00,2025-11-14 17:20:00,29,163,78,0,1,Resolved,0,-0.482,3,3
TCK-FJ18R756,ORD-GNX33EYALB,C-SEXO3L9,2025-11-14 16:22:00,Late status update,WhatsApp,DE-North,B2C,High,AG-131,Service-L1,22,2025-11-14 16:42:00,2025-11-14 17:53:00,20,91,31,0,1,Resolved,0,-0.095,3,3
TCK-XK1KTP9X,ORD-2YN8ZYJFU3,C-2MFS5F0,2025-11-14 17:46:00,Missing item,Chat,DE-West,B2C,Critical,AG-154,Service-L1,17,2025-11-14 17:50:00,2025-11-14 19:14:00,4,88,71,0,1,Resolved,0,-0.007,3,3
TCK-2TM8UIU4,ORD-NPU9WGULRZ,C-ASLV3QW,2025-11-14 21:42:00,Delivery instruction,Email,DE-South,B2C,Low,AG-102,Service-L2,27,2025-11-14 22:52:00,2025-11-14 23:57:00,70,135,22,0,1,Resolved,0,0.436,3,4
TCK-F2804N6G,ORD-IV6CHBPFG0,C-U7OYA8I,2025-11-15 04:09:00,Late status update,Web form,DE-West,SMB,Low,AG-142,TechSupport,18,2025-11-15 05:04:00,2025-11-15 06:42:00,55,153,30,0,1,Resolved,0,-0.113,3,3
TCK-V3AHG3D7,ORD-J5SL8OZC39,C-D0JFNX8,2025-11-15 05:19:00,Product info,Chat,DE-South,SMB,Low,AG-119,Billing,19,2025-11-15 05:36:00,2025-11-15 06:37:00,17,78,43,0,0,Resolved,0,0.2,3,4
TCK-MPYH20SH,ORD-8L3IH1K8RG,C-IPX8FOH,2025-11-15 21:20:00,Address change,Web form,DE-East,SMB,Low,AG-141,Service-L1,20,2025-11-15 22:06:00,2025-11-15 23:04:00,46,104,20,0,0,Resolved,0,0.078,3,4
TCK-YPSEIMMX,ORD-II5272HR43,C-IRVAI0X,2025-11-15 21:32:00,Wrong item,WhatsApp,DE-West,B2C,Medium,AG-107,Service-L1,24,2025-11-15 21:43:00,2025-11-15 23:18:00,11,106,72,0,1,Resolved,0,-0.08,3,3
TCK-M7GE3EGS,ORD-MF7R2J6H6W,C-81WT4PD,2025-11-16 01:53:00,Delivery instruction,Email,DE-South,B2C,High,AG-120,Service-L1,26,2025-11-16 02:28:00,2025-11-16 04:30:00,35,157,85,0,1,Resolved,0,-0.026,3,3
TCK-8U1E1CIN,ORD-AVHKZP5W5U,C-75G0M1Y,2025-11-16 02:21:00,Delivery instruction,Chat,DE-South,B2C,Medium,AG-143,Service-L2,28,2025-11-16 02:39:00,2025-11-16 04:53:00,18,152,104,0,1,Resolved,0,0.575,3,4
TCK-3TPFRZ26,ORD-S8NAPT1IA0,C-G4UES1I,2025-11-16 11:07:00,Account access,Email,DE-North,Enterprise,Medium,AG-119,Billing,19,2025-11-16 11:33:00,2025-11-16 14:18:00,26,191,126,1,0,Resolved,0,-0.5,4,3
TCK-OIH8NSSA,ORD-105MHM0XOS,C-F7QS2H0,2025-11-16 11:41:00,Late status update,Phone,DE-East,B2C,Low,AG-133,Billing,26,2025-11-16 12:20:00,2025-11-16 13:49:00,39,128,68,0,1,Resolved,0,0.333,3,4
TCK-BULM5UEZ,ORD-ZU8RXCKKPS,C-EYBJVAL,2025-11-16 13:32:00,Wrong item,Email,DE-North,SMB,Medium,AG-148,Returns,24,2025-11-16 14:07:00,2025-11-16 15:17:00,35,105,49,0,0,Resolved,0,0.416,3,4
TCK-DWQ7D0YN,ORD-EW1RRYVPGQ,C-T69ULIW,2025-11-16 15:47:00,Missing item,Web form,DE-South,B2C,Low,AG-101,Service-L2,28,2025-11-16 17:35:00,2025-11-16 20:00:00,108,253,125,0,0,Resolved,0,0.344,4,3
TCK-9EP1FRBY,ORD-1U5LZVUQ48,C-RXCZX93,2025-11-16 17:04:00,Billing dispute,Email,DE-South,Enterprise,Low,AG-129,TechSupport,19,2025-11-16 18:19:00,2025-11-16 22:26:00,75,322,211,0,1,Resolved,0,-0.539,4,3
TCK-0KUACJYY,ORD-YKSQQE6H97,C-AQ38QJH,2025-11-16 22:30:00,Account access,WhatsApp,DE-North,B2C,Low,AG-126,Service-L1,22,2025-11-16 23:09:00,2025-11-17 02:28:00,39,238,188,0,1,Resolved,0,-0.538,3,3
TCK-J7NQ8TYD,ORD-AJD3I8YGZL,C-SC32UYM,2025-11-16 22:54:00,Damaged item,Chat,DE-East,B2C,High,AG-123,Service-L2,29,2025-11-16 23:28:00,2025-11-17 02:06:00,34,192,117,0,1,Resolved,0,-1.0,3,3
TCK-9UMX0YYN,ORD-ZMIDTGKKNO,C-9STOT3S,2025-11-16 23:10:00,Billing dispute,Web form,DE-West,B2C,Medium,AG-150,Service-L1,22,2025-11-16 23:35:00,2025-11-17 02:59:00,25,229,161,0,0,Partially resolved,1,-0.205,4,3
TCK-MJI07SH2,ORD-OHE13WQUI8,C-MW33QKT,2025-11-17 02:40:00,Damaged item,Phone,CH,B2C,High,AG-125,Service-L1,16,2025-11-17 02:48:00,2025-11-17 04:58:00,8,138,66,0,1,Resolved,0,-0.274,3,3
TCK-JDFQA2PK,ORD-JLVZPZU301,C-AME3F7M,2025-11-17 04:26:00,Product info,WhatsApp,DE-West,B2C,Low,AG-120,Service-L2,11,2025-11-17 05:19:00,2025-11-17 06:29:00,53,123,46,0,1,Resolved,0,0.112,3,4
TCK-I8EJ066R,ORD-8VKQZ0EG8D,C-3MIJQ9F,2025-11-17 04:48:00,Product info,Phone,DE-West,B2C,Medium,AG-122,Service-L2,24,2025-11-17 05:06:00,2025-11-17 06:43:00,18,115,62,0,0,Resolved,0,0.174,3,4
TCK-99WXF0TM,ORD-6JFFFV2FSU,C-UOTACPI,2025-11-17 07:35:00,Late status update,Chat,DE-South,SMB,Low,AG-130,Billing,20,2025-11-17 07:48:00,2025-11-17 08:52:00,13,77,20,0,0,Resolved,1,-0.448,4,3
TCK-EPP70JET,ORD-3I1N88G3VN,C-S6RURA1,2025-11-17 13:03:00,Account access,Chat,DE-East,B2C,Low,AG-137,Service-L1,18,2025-11-17 13:36:00,2025-11-17 15:24:00,33,141,90,0,1,Resolved,0,-0.196,3,3
TCK-8RE0FYB9,ORD-T0EWNI3BRD,C-46BQQZ0,2025-11-17 15:57:00,Late status update,Email,DE-East,B2C,Medium,AG-112,Billing,14,2025-11-17 16:25:00,2025-11-17 17:45:00,28,108,19,0,1,Resolved,0,0.004,3,4
TCK-42FM0N8H,ORD-8SIQEZJ6VN,C-IVH5EST,2025-11-17 20:54:00,Damaged item,Email,DE-North,B2C,Low,AG-138,Returns,26,2025-11-17 21:29:00,2025-11-18 00:45:00,35,231,163,0,0,Partially resolved,0,0.148,3,3
TCK-A20STXC0,ORD-JCJ0H09RNR,C-Y1WXCFJ,2025-11-17 23:56:00,Billing dispute,WhatsApp,DE-East,B2C,High,AG-124,TechSupport,21,2025-11-18 00:24:00,2025-11-18 04:39:00,28,283,243,0,1,Resolved,0,-0.074,3,3
TCK-30IXSUOU,ORD-ULNFW3IVOG,C-CB0EKSH,2025-11-18 02:56:00,Missing item,Chat,DE-North,B2C,Low,AG-102,Service-L1,22,2025-11-18 03:31:00,2025-11-18 06:14:00,35,198,116,0,1,Resolved,0,0.241,3,4
TCK-4OU4H4AT,ORD-UF7PGOVPAD,C-ZEJ355G,2025-11-18 02:57:00,Address change,Chat,DE-South,SMB,Low,AG-147,Returns,23,2025-11-18 03:21:00,2025-11-18 04:14:00,24,77,24,0,1,Resolved,0,0.605,3,4
TCK-KGW47G23,ORD-0LG3LNTN3I,C-BUW3Z68,2025-11-18 03:05:00,Address change,Phone,DE-South,B2C,Medium,AG-120,Service-L1,19,2025-11-18 03:22:00,2025-11-18 04:24:00,17,79,29,0,0,Partially resolved,0,-0.365,3,3
TCK-G6Q44II5,ORD-IV7QP857ZI,C-BA7T58I,2025-11-18 03:24:00,Return request,Email,DE-North,B2C,Medium,AG-117,Service-L2,20,2025-11-18 03:40:00,2025-11-18 05:09:00,16,105,47,0,1,Resolved,0,0.409,3,4
TCK-49378NTO,ORD-2GIQT9MAN5,C-DSV4LV8,2025-11-18 12:55:00,Billing dispute,Chat,DE-East,SMB,Medium,AG-141,Service-L1,26,2025-11-18 13:10:00,2025-11-18 13:57:00,15,62,24,0,0,Resolved,0,-0.397,3,3
TCK-V6OEA4QP,ORD-BDA6BLRUIX,C-X9DKDKH,2025-11-18 17:11:00,Product info,Email,DE-East,B2C,High,AG-116,Service-L1,24,2025-11-18 17:44:00,2025-11-18 19:03:00,33,112,26,0,1,Resolved,0,-0.245,3,3
TCK-3W67TZB0,ORD-Q1XKB7EQMK,C-09JXKUO,2025-11-19 00:32:00,Late status update,Chat,DE-South,Enterprise,Low,AG-143,Billing,21,2025-11-19 00:51:00,2025-11-19 02:41:00,19,129,72,0,0,Partially resolved,0,-0.026,3,3
TCK-FIPJ040L,ORD-ULTTF431DI,C-03W7PIR,2025-11-19 01:11:00,Billing dispute,Email,DE-South,B2C,Low,AG-112,Service-L1,16,2025-11-19 01:37:00,2025-11-19 03:11:00,26,120,45,0,1,Resolved,0,-0.446,3,3
TCK-QJN9O2EV,ORD-JIKOXO5F4P,C-2OJ6W0S,2025-11-19 03:32:00,Damaged item,Email,CH,B2C,Low,AG-121,Service-L1,24,2025-11-19 04:03:00,2025-11-19 05:48:00,31,136,53,0,1,Resolved,0,-0.041,3,3
TCK-28ZT33WY,ORD-GML42K9CCL,C-C8MN4TW,2025-11-19 07:40:00,Account access,Chat,DE-North,B2C,Medium,AG-113,TechSupport,23,2025-11-19 07:49:00,2025-11-19 09:38:00,9,118,79,0,0,Resolved,0,0.009,3,4
TCK-CHFMBAFD,ORD-NA5WFJMNE4,C-9QRDDMJ,2025-11-19 13:30:00,Damaged item,Web form,DE-East,B2C,High,AG-123,Service-L2,32,2025-11-19 13:46:00,2025-11-19 16:22:00,16,172,98,0,1,Resolved,0,-0.009,3,3
TCK-L7AM2YYR,ORD-D31RU2RRR0,C-0M1NYN6,2025-11-19 13:59:00,Late status update,Email,DE-West,B2C,High,AG-113,Billing,24,2025-11-19 14:18:00,2025-11-19 16:49:00,19,170,57,0,1,Resolved,0,0.028,3,4
TCK-31VLLN2C,ORD-H1ICBTL959,C-JDDRZQI,2025-11-19 17:11:00,Late status update,WhatsApp,DE-North,B2C,Low,AG-140,Service-L1,28,2025-11-19 18:37:00,2025-11-19 20:28:00,86,197,60,0,0,Resolved,0,-0.141,4,3
TCK-634BS87I,ORD-PWNTCPSAF8,C-17W355B,2025-11-19 17:17:00,Missing item,Email,DE-South,SMB,Low,AG-141,TechSupport,19,2025-11-19 17:50:00,2025-11-19 19:22:00,33,125,63,0,1,Resolved,0,-0.205,3,3
TCK-YT0P5TJI,ORD-FRCQFRRT5A,C-4QUX4NP,2025-11-19 23:39:00,Damaged item,Email,DE-West,B2C,Low,AG-140,Service-L2,37,2025-11-20 00:10:00,2025-11-20 02:04:00,31,145,35,0,0,Partially resolved,1,0.454,4,3
TCK-DGS3W3CA,ORD-1LZMGJD6UM,C-QNB6U8P,2025-11-19 23:58:00,Delivery instruction,Chat,DE-North,B2C,High,AG-152,Service-L2,20,2025-11-20 00:15:00,2025-11-20 01:55:00,17,117,56,0,1,Resolved,0,-0.126,3,3
TCK-NH6XMCXC,ORD-IBG0J9K20X,C-VF37TGD,2025-11-19 23:59:00,Damaged item,Web form,DE-North,B2C,High,AG-131,Service-L2,31,2025-11-20 00:18:00,2025-11-20 01:24:00,19,85,32,0,0,Resolved,0,-0.367,3,3
